time (ms),L2_RQSTS.REFERENCES-0,L2_RQSTS.REFERENCES-1,L2_RQSTS.REFERENCES-2,L2_RQSTS.REFERENCES-3,L2_RQSTS.REFERENCES-4,L2_RQSTS.REFERENCES-5,LONGEST_LAT_CACHE.REFERENCE-0,LONGEST_LAT_CACHE.REFERENCE-1,LONGEST_LAT_CACHE.REFERENCE-2,LONGEST_LAT_CACHE.REFERENCE-3,LONGEST_LAT_CACHE.REFERENCE-4,LONGEST_LAT_CACHE.REFERENCE-5,BR_INST_RETIRED.ALL_BRANCHES-0,BR_INST_RETIRED.ALL_BRANCHES-1,BR_INST_RETIRED.ALL_BRANCHES-2,BR_INST_RETIRED.ALL_BRANCHES-3,BR_INST_RETIRED.ALL_BRANCHES-4,BR_INST_RETIRED.ALL_BRANCHES-5,BR_MISP_RETIRED.ALL_BRANCHES-0,BR_MISP_RETIRED.ALL_BRANCHES-1,BR_MISP_RETIRED.ALL_BRANCHES-2,BR_MISP_RETIRED.ALL_BRANCHES-3,BR_MISP_RETIRED.ALL_BRANCHES-4,BR_MISP_RETIRED.ALL_BRANCHES-5,INST_RETIRED.ANY-0,INST_RETIRED.ANY-1,INST_RETIRED.ANY-2,INST_RETIRED.ANY-3,INST_RETIRED.ANY-4,INST_RETIRED.ANY-5,CPU_CLK_UNHALTED.THREAD-0,CPU_CLK_UNHALTED.THREAD-1,CPU_CLK_UNHALTED.THREAD-2,CPU_CLK_UNHALTED.THREAD-3,CPU_CLK_UNHALTED.THREAD-4,CPU_CLK_UNHALTED.THREAD-5,CPU_CLK_UNHALTED.REF_TSC-0,CPU_CLK_UNHALTED.REF_TSC-1,CPU_CLK_UNHALTED.REF_TSC-2,CPU_CLK_UNHALTED.REF_TSC-3,CPU_CLK_UNHALTED.REF_TSC-4,CPU_CLK_UNHALTED.REF_TSC-5
61923,138863.846,1077227.692,1019912.308,69738.462,9212.308,1648355.385,176268.462,678799.231,662961.538,87340.769,12139.231,1918203.077,230238.462,15871797.692,16282888.462,108705.385,17003.846,4344953.846,18313.846,666163.846,672852.308,4581.538,850.769,383670.769,1430863.846,128848653.846,132213448.462,505063.077,80787.692,34073665.385,3783956.923,67609877.692,67051150.000,1521546.923,175430.000,57429756.923,3037320.000,54480420.000,53991540.000,1236960.000,144900.000,46292850.000
61950,80102.222,962075.556,930149.630,57491.852,3714.815,1039950.370,104354.815,624980.741,632916.296,72458.519,4805.926,1249343.704,86129.630,13729268.148,13435511.852,90493.333,2979.259,2884998.519,4350.370,567817.778,555258.519,3991.111,305.185,264698.519,397925.926,111419592.593,108996695.556,423671.852,13831.111,21804694.815,1625053.333,64661806.667,64590882.963,1232837.778,47824.444,38273820.000,1312566.667,52179226.667,52285566.667,990513.333,39606.667,30839726.667
61977,40126.667,1115792.593,657440.000,59924.444,14262.963,169371.852,50640.000,706366.667,457412.593,60857.037,15223.704,197082.222,43632.593,17217752.593,10433030.370,1003594.815,42372.593,237533.333,2136.296,711222.963,268207.407,13928.889,834.815,19687.407,198525.926,139725348.148,76542161.481,7528893.333,171714.074,1084747.407,668622.222,67040555.556,34406565.926,5453895.556,431774.815,2329097.037,533520.000,52582660.000,27066780.000,4505020.000,348833.333,1846000.000
62003,151745.385,998804.615,91015.385,202974.615,106014.615,227190.769,110394.615,686282.308,67857.692,111136.154,96906.923,232593.077,2704434.615,16484645.385,1874541.538,6702933.846,4822798.462,3802656.154,332156.923,732086.154,171659.231,1281573.846,715139.231,534773.077,20420696.923,124018412.308,14254506.923,50813570.000,36659453.077,28750150.769,23213202.308,69150950.000,14086166.923,69267593.846,31362420.000,24283090.769,19185750.000,53844930.000,11659590.000,57340170.000,25961490.000,20028870.000
62030,202327.407,203014.815,195980.000,208762.963,112668.889,222630.370,128795.556,128822.963,114487.407,143001.481,96565.185,167100.000,6401285.185,6403715.556,6426840.741,6479414.815,9105822.222,9100450.370,1241811.852,1237754.815,1237721.481,1229481.481,1662385.185,1648206.667,48476894.815,48487997.778,48733920.000,48901423.704,68881850.370,68679075.556,66716394.074,66757074.815,66756819.259,66792137.778,66822772.593,66784482.222,55227900.000,55262046.667,55261526.667,55290906.667,55316126.667,55284493.333
62056,243752.308,242196.154,219264.615,233123.077,223220.769,281250.769,175670.769,174125.385,154383.077,175570.000,210792.308,248202.308,7399591.538,7399540.000,6660465.385,6591512.308,9693237.692,9244412.308,1412394.615,1411592.308,1269368.462,1220330.000,1619672.308,1662037.692,55909880.769,55909789.231,50337696.154,49665815.385,73501461.538,69476469.231,77949396.154,77948781.538,69330160.769,69127674.615,69327290.769,69299348.462,64526850.000,64526490.000,57392190.000,57224070.000,57389580.000,57366270.000
62083,243497.778,253802.963,222252.593,257594.815,211209.630,313700.000,195491.111,206331.852,168017.037,207540.000,192479.259,290722.222,6796163.704,6796134.074,6342601.481,6904109.630,8880760.000,9269368.148,1146593.333,1146088.148,1177259.259,1152477.037,1614023.704,1525416.296,51615230.370,51614902.222,47875434.074,52329421.481,66911886.667,69932778.519,66605980.741,66631016.296,66380991.852,66737954.815,66653273.333,66598044.444,55136640.000,55158046.667,54950566.667,55246273.333,55176073.333,55130140.000
62110,212935.556,215200.741,258431.852,223442.963,299864.444,352977.778,165376.296,167487.407,210217.037,174817.778,274597.778,317309.630,6377162.222,6377274.074,6879956.296,6447288.148,8882785.185,8856271.852,1224552.593,1221228.148,1157476.296,1213488.148,1544069.630,1519154.815,48073605.185,48074077.778,52224861.481,48472616.296,72899447.407,72456326.667,66757544.444,66762077.778,66762227.407,66733400.741,66800194.815,66781865.926,55262306.667,55266033.333,55266120.000,55242546.667,55297666.667,55282673.333
62136,223703.077,224333.077,228894.615,335831.538,322433.077,320162.308,175744.615,176473.846,177316.923,283078.462,295277.692,291900.000,6613263.846,6613610.769,6660084.615,6568814.615,11091896.923,9914760.769,1270516.923,1266036.923,1263926.154,1154765.385,1855243.846,1633633.846,49831213.846,49833096.154,50148290.769,55620003.846,83663891.538,74696202.308,69313597.692,69328722.308,69318478.462,69313120.769,78052398.462,69351736.923,57378150.000,57391020.000,57381840.000,57377880.000,64611990.000,57409470.000
62163,350937.778,351271.852,320480.741,275351.852,269918.519,272194.815,305098.519,305119.259,271906.667,231575.556,246933.333,248985.185,7040634.074,7039169.630,6259264.444,6837460.000,8905099.259,8953665.926,1270154.815,1263201.481,1115004.444,1138747.407,1597042.963,1604498.519,58972405.185,58964248.889,53134422.963,51723518.519,66710242.222,67066388.148,75146020.000,75154122.222,66586372.593,66691021.481,66831617.037,66762402.222,62206733.333,62213146.667,55120780.000,55207013.333,55323406.667,55266293.333
62190,293113.333,290563.704,265896.296,299347.407,291679.259,326362.222,247957.037,241745.185,215185.185,234680.000,267359.259,297454.815,6843394.815,6840671.111,6831791.852,6495180.000,9108841.481,8617368.889,1131794.074,1132211.111,1134265.926,1176796.296,1578245.926,1492390.370,51736558.519,51718871.111,51741044.444,48562108.148,68390862.222,64722268.148,66677084.444,66680653.333,66627253.333,66729980.741,66708205.185,66701860.741,55195833.333,55198606.667,55154406.667,55239340.000,55221400.000,55216460.000
62220,263800.000,262796.000,260520.000,302936.667,350619.333,364620.000,210042.667,204584.667,198294.000,237376.667,295729.333,340380.000,5792250.000,5793224.000,5815681.333,6576701.333,9493225.333,8405044.000,1065628.667,1062728.667,1063538.667,1193260.667,1533057.333,1323490.000,43381025.333,43387278.000,43553362.000,49175014.000,77428978.000,68850065.333,60064039.333,60068808.667,60065916.667,67569080.000,67634493.333,60083070.667,49721412.000,49725468.000,49722660.000,55934190.000,55988322.000,49737168.000
62250,267990.667,272398.667,273672.000,326983.333,195880.000,202372.000,213926.667,216076.000,212064.667,265216.667,153380.000,180706.667,5804452.000,5847818.667,5879738.000,6644197.333,9157326.667,7896760.667,1049502.000,1059661.333,1010382.000,1139029.333,1671031.333,1440725.333,43459901.333,43785172.667,44178350.667,49829346.667,69232544.667,59644996.000,59517816.667,60062058.000,59845238.667,67465018.667,67631787.333,59974680.667,49269402.000,49720086.000,49540452.000,55847610.000,55986138.000,49647468.000
62276,333501.538,326246.154,361650.769,366346.923,289975.385,279375.385,276970.000,264643.077,293423.077,302127.692,267214.615,266456.923,6818704.615,6768764.615,6515005.385,6546563.846,9555284.615,9787091.538,1134156.154,1142030.000,1147528.462,1141026.923,1592938.462,1634380.769,51247286.154,50872290.000,52329529.231,52494159.231,72427806.923,74141640.769,69070286.923,69078411.538,69131657.692,69121213.846,69125566.923,69168781.538,57176460.000,57183570.000,57227760.000,57218760.000,57222360.000,57258270.000
62306,362840.667,369608.000,267922.000,264007.333,203782.667,282882.000,313366.000,317086.000,183534.000,180666.667,181464.000,265816.667,6079004.667,6079052.000,6845239.333,6872385.333,9140350.000,7996427.333,926496.000,927575.333,1156401.333,1155407.333,1662107.333,1391143.333,51421504.000,51421664.000,54627028.667,54757258.000,68868846.667,65637453.333,60020274.667,60028221.333,67570882.000,67537144.667,67617167.333,60088351.333,49684674.000,49691616.000,55935750.000,55907436.000,55974048.000,49741692.000
62333,195360.000,197831.111,297691.111,187946.667,379450.370,356763.704,113479.259,117008.148,203926.667,131928.889,353828.889,329120.741,6389577.037,6389781.481,7605821.481,5512550.370,10561463.704,9968997.778,1243994.815,1237914.074,1284890.370,1015090.370,1707547.407,1674391.111,48475457.778,48476928.889,60696698.519,41593481.481,85853043.704,75372620.000,66742274.815,66735968.889,75078757.778,56091402.222,75164985.926,75097992.593,55249913.333,55244713.333,62150833.333,46432793.333,62222420.000,62166606.667
62360,204555.556,201363.704,246764.444,226426.667,250749.630,215302.222,144745.185,139098.519,173910.370,161191.852,233921.481,206601.481,6382997.778,6382833.333,7650851.111,6680617.778,8670842.222,8989598.519,1230201.481,1227730.370,1410756.296,1198061.481,1578470.370,1631118.519,48252722.222,48251340.741,57830081.481,50356756.296,65226685.926,67603648.148,66753481.481,66750698.519,75060429.630,66724583.704,66732125.926,66750368.148,55258580.000,55256673.333,62135666.667,55235006.667,55241073.333,55256153.333
62390,211786.667,213602.667,205106.000,284687.333,214686.000,203672.000,159006.667,160429.333,149630.667,229430.000,205114.667,197901.333,6465522.667,6465512.667,5981713.333,7163682.000,9099212.667,8193046.667,1242424.667,1240974.000,1077841.333,1161579.333,1652656.667,1459014.000,48787447.333,48787386.000,45148111.333,54258917.333,68436212.000,61698914.000,67549248.000,67570090.000,59928387.333,67579793.333,67630710.667,60097762.000,55917342.000,55935126.000,49609326.000,55943082.000,55984890.000,49749336.000
62416,255879.231,259827.692,326156.154,247623.077,329607.692,460639.231,208345.385,211690.000,263275.385,193285.385,316088.462,434186.154,7104411.538,7105122.308,8261040.769,6767869.231,9330744.615,10227338.462,1209516.923,1204483.077,1343513.077,1210455.385,1579305.385,1613990.000,53927470.769,53931295.385,62640316.154,50884983.077,75083709.231,83651506.923,69323448.462,69323941.538,77987246.923,69135165.385,69337237.692,77794103.077,57386520.000,57387150.000,64558260.000,57230280.000,57397500.000,64398420.000
62443,224624.444,223682.963,235950.370,351123.704,284051.111,202756.296,178342.963,179180.741,182681.481,290361.481,234691.111,152136.296,6243268.889,6241760.000,6459314.815,6400623.704,9192860.741,8843129.630,1173137.037,1175227.407,1160674.815,1075705.926,1523270.370,1619383.704,47047422.222,47039957.778,48646214.074,54124306.667,71514971.111,67060021.481,66467579.259,66576288.889,66565737.037,66623293.333,66500687.407,66649814.815,55022153.333,55112113.333,55103186.667,55150853.333,55049800.000,55173126.667
62470,322978.519,324943.704,349971.852,294491.111,215217.037,227970.370,280854.074,281831.111,290922.963,245601.481,181271.852,206628.148,6177868.148,6176293.333,6396838.519,6934298.519,8805694.815,8660726.667,1099817.037,1093324.444,1080071.111,1102407.407,1605674.074,1578823.704,52486536.296,52479891.852,54152619.259,52459872.593,66536199.259,65414072.593,66624479.259,66630900.000,66505554.074,66524308.889,66698705.926,66523962.963,55152240.000,55157613.333,55053526.667,55069646.667,55213513.333,55068866.667
62496,270478.462,274434.615,304063.077,252466.154,272652.308,273830.000,234350.769,236246.923,254273.846,201059.231,252133.077,259050.769,6935196.154,6935116.154,7157146.154,6890690.000,9761691.538,9935631.538,1155656.154,1150565.385,1142110.769,1232575.385,1630450.000,1660295.385,52547436.923,52546916.154,54216008.462,51728700.000,73958009.231,75266314.615,69099173.077,69081356.154,69070474.615,69259421.538,69160562.308,69306227.692,57200670.000,57186270.000,57176910.000,57333150.000,57251790.000,57372300.000
62523,225574.074,223954.815,239474.074,243802.222,199694.074,312805.185,184453.333,182051.111,190042.963,194522.963,177163.704,295266.667,6351731.852,6351988.148,6617729.630,6637691.111,9041002.963,8868480.741,1215161.481,1210961.481,1188444.444,1185700.000,1642268.148,1541946.667,47770274.074,47771933.333,49759798.519,49825505.185,68118948.148,72805577.778,66725851.852,66742288.148,66733311.852,66738548.889,66795195.556,66778139.259,55235526.667,55249480.000,55242546.667,55246186.667,55293506.667,55279640.000
62550,228882.963,229000.000,241797.778,266627.407,379337.778,264334.074,187619.259,187017.778,192408.889,217280.741,354146.667,254252.593,6352954.074,6352707.407,6625595.556,6826639.259,10538798.519,9535242.963,1216025.185,1210748.889,1188085.185,1164237.037,1702215.556,1592823.704,47752214.815,47750583.704,49813586.667,51400020.741,85682153.333,72109531.111,66753997.037,66739114.815,66750222.963,66712191.111,75178285.185,66781705.926,55259360.000,55247313.333,55256066.667,55224866.667,62233080.000,55282153.333
62576,254010.000,251540.000,273286.923,289827.692,219680.000,223871.538,213453.077,209788.462,224720.769,234127.692,209762.308,212628.462,6792088.462,6791644.615,7051000.769,6848502.308,9327374.615,9328505.385,1235145.385,1228478.462,1208151.538,1217507.692,1694446.154,1692995.385,51236598.462,51234250.769,53183532.308,52420342.308,70164430.769,70167590.000,69324171.538,69311358.462,69107577.692,69276572.308,69377961.538,69349566.154,57387060.000,57376440.000,57208050.000,57347640.000,57431610.000,57407940.000
62603,230192.593,230569.630,394120.000,337345.926,209000.000,215211.852,192100.000,190600.000,325874.074,248731.111,198463.704,206506.667,6340309.630,6340021.481,6970098.519,7029214.815,8992593.333,8996627.407,1209927.407,1208291.852,1047535.556,1072104.444,1631551.852,1632968.148,47651934.074,47650517.037,58977885.185,58665925.185,67627374.074,67651562.963,66754347.407,66750793.333,66747728.889,66744589.630,66827243.704,66784398.519,55259706.667,55256586.667,55254246.667,55251300.000,55320113.333,55284406.667
62630,353341.481,365192.593,239893.333,219150.370,407706.667,304017.037,269128.889,281678.519,138849.630,144660.741,386691.111,293000.000,7531377.037,7531300.000,7508191.852,6692025.185,10760207.407,9097362.222,1233768.148,1228837.778,1365140.000,1202385.185,1684802.963,1551383.704,63495697.778,63495322.222,56913916.296,50523952.593,87552030.370,72248135.556,75112336.296,75113091.852,75096886.667,66730541.481,75173164.444,66785374.074,62178133.333,62179433.333,62165826.667,55239860.000,62228920.000,55285273.333
62656,241271.538,238430.000,263882.308,240737.692,214113.846,308131.538,169655.385,164158.462,184658.462,175988.462,159563.846,255877.692,7401375.385,7401331.538,7686781.538,6756574.615,9112589.231,9523173.077,1420633.846,1417082.308,1385652.308,1211683.846,1668783.077,1566310.000,55969268.462,55969036.154,58069157.692,50921400.000,69090536.923,75005485.385,77950221.538,77959925.385,77873059.231,69101518.462,69178456.154,69100902.308,64527750.000,64535760.000,64463670.000,57202650.000,57266460.000,57202110.000
62686,191049.333,191738.000,249037.333,282450.667,205876.000,209002.000,143451.333,144934.000,199697.333,226518.667,173416.000,176284.667,5680540.667,5680532.000,6305980.667,7137993.333,9065952.000,7734750.667,1084521.333,1079769.333,1009296.667,1155225.333,1652554.000,1412335.333,42887201.333,42887235.333,47885188.000,54071790.000,68463736.000,58442508.667,59932592.667,59879838.667,59825068.667,67532039.333,67512206.667,59960672.667,49612602.000,49568922.000,49523448.000,55903458.000,55886610.000,49635300.000
62713,244251.852,251392.593,239331.852,234616.296,279505.185,288869.630,197563.704,206212.593,184471.111,178762.963,254019.259,271045.926,6835966.667,6835919.259,6651358.519,6667266.667,10719570.370,10714842.963,1162347.407,1157319.259,1197542.963,1193251.852,1808991.111,1807548.148,51884947.407,51884668.889,50132367.407,50137310.370,81136248.148,81130842.222,66730231.111,66660856.296,66732660.000,66740663.704,75136096.296,75110897.778,55239686.667,55182573.333,55241940.000,55248266.667,62198326.667,62177700.000
62743,191802.000,193032.667,293681.333,314321.333,294381.333,275581.333,149431.333,151436.000,242216.667,258986.667,269058.000,259430.000,5739045.333,5739021.333,5876825.333,5879173.333,8987884.000,7986702.000,1102692.667,1099260.000,993800.000,989299.333,1570024.667,1393220.000,43262770.667,43262761.333,49673267.333,49593710.000,73096906.667,65056628.000,60107181.333,60110214.000,60095894.667,60070040.667,67637138.667,60109590.667,49756980.000,49759788.000,49747698.000,49726248.000,55990584.000,49759164.000
62770,317160.000,318676.296,251901.481,288251.111,265762.222,299934.815,271254.815,273922.963,193827.407,237691.111,250625.926,288697.778,6252177.037,6252094.815,6623748.148,7116090.370,9533479.259,10645990.370,1123682.963,1118751.852,1189628.148,1139861.481,1585761.481,1784217.037,53073165.926,53072707.407,49845206.667,53907554.074,72012528.148,81031109.630,66747748.889,66748081.481,66741634.074,66731777.037,66802508.889,75124610.370,55253900.000,55254506.667,55249393.333,55240726.667,55299400.000,62188360.000
62800,202946.000,201914.000,214147.333,215160.000,217118.000,192141.333,166815.333,164414.000,170126.667,169675.333,207636.667,183731.333,5719546.667,5721393.333,5957082.000,5970710.000,9125616.667,8102257.333,1096271.333,1090640.000,1070178.000,1071801.333,1652065.333,1468681.333,43018056.000,43026682.667,44793264.667,44894203.333,68560244.667,60928590.000,60080620.000,60080321.333,60083490.000,60075415.333,67638866.000,60112237.333,49735062.000,49734516.000,49612758.000,49730694.000,55991598.000,49760958.000
62830,205722.667,204297.333,218310.000,243765.333,238436.000,238621.333,168033.333,166692.000,173352.667,192223.333,230007.333,231886.000,5719082.000,5719062.667,5956080.667,6706654.667,9300116.000,9295991.333,1094476.667,1089810.667,1068432.000,1203736.667,1634790.000,1635226.667,42999466.000,42999424.000,44764604.000,50425952.667,69993353.333,70057283.333,60076637.333,60065946.667,60067166.667,67595611.333,67641918.000,67630510.000,49731552.000,49722816.000,49723830.000,55956186.000,55994874.000,55984812.000
62856,286078.462,285733.846,308763.077,274906.923,373825.385,410873.077,239892.308,239185.385,252821.538,224691.538,323974.615,383410.000,7554310.000,7554349.231,7832982.308,7005575.385,9670893.077,10734952.308,1374474.615,1371322.308,1348418.462,1199823.846,1540825.385,1735300.000,56951126.923,56951509.231,59055600.769,52843293.077,79749676.923,87611450.769,77868475.385,77867698.462,77734228.462,69222235.385,69237116.923,77881283.846,64460340.000,64459620.000,64348650.000,57302640.000,57315150.000,64470600.000
62886,209338.667,209450.000,344412.000,361958.667,198778.667,176016.000,174474.667,173417.333,265623.333,308869.333,157132.667,136206.000,5715212.667,5714670.667,6279615.333,6251737.333,9205512.000,8160134.000,1089890.000,1085511.333,951464.000,940932.000,1673520.667,1491296.000,42951788.000,42949212.000,53302766.667,52842156.000,69521821.333,61770322.667,60050884.000,59983018.000,59905340.000,60030567.333,67608764.000,60033527.333,49710492.000,49654410.000,49590060.000,49693488.000,55966950.000,49695906.000
62913,232598.519,232722.222,382680.000,204750.370,266306.667,249190.370,193860.741,192685.926,295137.037,111531.111,243502.222,222176.296,6350236.296,6349634.074,6977350.370,6675048.148,9395549.630,9766122.963,1210988.889,1206123.704,1057182.222,1211459.259,1563361.481,1781001.481,47724208.889,47721346.667,59225296.296,50661204.444,71121916.296,73703001.481,66723204.444,66647797.778,66561488.889,66759791.111,66772354.074,75117850.370,55233880.000,55171566.667,55100066.667,55264213.333,55274440.000,62183160.000
62940,389637.037,398554.815,274057.778,225266.667,229646.667,285733.333,299408.889,308845.926,181290.370,157385.185,213372.593,267640.741,8253100.741,8252346.667,8180102.963,6407095.556,8630647.407,8898840.000,1352902.963,1352631.111,1477960.000,1155507.407,1564322.222,1477719.259,68924018.519,68919314.074,61886491.111,48428629.630,64939354.815,67402031.111,83343761.481,83340918.519,83078272.593,66483350.370,66485212.593,66474048.889,68992560.000,68990740.000,68772686.667,55035326.667,55036973.333,55027613.333
62966,216876.154,212700.769,236294.615,236027.692,324766.923,325442.308,153441.538,147372.308,170343.077,171560.769,301041.538,305769.231,6535526.154,6535754.615,6770656.923,6935083.077,9203768.462,9199484.615,1249113.846,1243740.769,1220002.308,1251897.692,1593336.154,1598100.769,49425940.769,49427779.231,51124761.538,52352013.846,75436505.385,75529671.538,69145440.769,69126183.077,69147711.538,69314198.462,69348370.769,69344914.615,57239280.000,57223260.000,57240900.000,57378690.000,57406950.000,57404160.000
62996,219041.333,226166.667,209136.000,252096.000,264842.000,242238.000,178093.333,184280.000,159890.000,201323.333,252518.000,233029.333,6157936.667,6157920.667,5982585.333,6407253.333,9579721.333,8562155.333,1046268.000,1042689.333,1075364.667,1025239.333,1607999.333,1427380.667,46736584.000,46736488.667,45069617.333,48623597.333,72323163.333,64743530.667,60062936.667,60058541.333,60058650.000,60061742.000,67612435.333,60091294.000,49720320.000,49716888.000,49717200.000,49719852.000,55969992.000,49743954.000
63026,192518.000,193453.333,310584.000,205966.667,214685.333,218198.667,150122.000,151836.667,256338.667,155928.000,203932.000,209473.333,5735504.000,5735468.667,5863138.667,5986664.667,9119031.333,9100620.000,1102882.000,1097877.333,992254.000,1076485.333,1651038.667,1651466.000,43236772.000,43236529.333,49552190.667,45081956.667,68515256.667,68442644.000,60084512.000,60084704.000,60078252.000,60054767.333,67642430.667,67617926.000,49738416.000,49738572.000,49733112.000,49713690.000,55994562.000,55974516.000
63053,348720.000,348362.963,320954.074,346650.370,248012.593,273722.963,297227.407,297077.037,263657.037,284272.593,240894.074,266794.815,7035220.741,7035152.593,7895464.444,6521398.519,9118858.519,10228419.259,1269248.148,1263062.963,1279933.333,1103305.185,1594528.148,1801363.704,58967277.037,58966902.222,59764505.926,55108748.889,68624863.704,77059475.556,75088300.741,75075308.148,75087142.222,66742042.222,66798570.370,75126680.741,62158460.000,62148060.000,62157853.333,55249480.000,55296713.333,62190266.667
63080,266478.519,270835.556,239355.556,294314.074,361248.148,370558.519,225774.815,230493.333,191694.074,245314.074,310688.148,339057.778,6704817.037,6704680.000,6438899.259,6954442.963,9198702.963,9066616.296,1116989.630,1114631.111,1156017.037,1111280.000,1465005.926,1442690.370,50787382.222,50786526.667,48410985.185,52684892.593,76040622.963,74926374.074,66620887.407,66613520.000,66321410.370,66657030.370,66624586.667,66634450.370,55149293.333,55143226.667,54901340.000,55178933.333,55152153.333,55160300.000
63110,228096.000,225778.000,245277.333,215936.667,198732.000,190212.000,187179.333,184005.333,197156.000,170912.000,160454.000,147686.667,6433896.000,6433935.333,6702130.000,5940392.000,9169880.667,8031463.333,1230058.000,1226458.000,1202074.000,1065554.667,1667938.000,1466653.333,48390661.333,48390378.000,50384624.667,44662780.667,69208942.000,60755174.667,67579018.000,67572815.333,67580500.667,60001070.667,67611220.667,60120276.667,55942302.000,55937466.000,55943472.000,49669308.000,55968744.000,49768134.000
63136,237902.308,238946.154,277355.385,253617.692,265780.769,300232.308,195265.385,194869.231,227767.692,201046.154,241324.615,278210.000,6591355.385,6591530.769,7068276.154,6880042.308,9962466.923,11102815.385,1257169.231,1257504.615,1210686.923,1233570.769,1661867.692,1875195.385,49544703.077,49546163.846,53297627.692,51729882.308,75389704.615,84133947.692,69205363.077,69305756.154,69297275.385,69304858.462,69354845.385,77977993.846,57288510.000,57371310.000,57364740.000,57370860.000,57412260.000,64551060.000
63166,215614.000,223878.667,313137.333,237675.333,295476.000,189179.333,180012.000,187878.667,266513.333,193793.333,268606.667,175274.000,5889824.667,5890221.333,5833069.333,6133832.000,9013383.333,8139719.333,1069648.667,1066206.000,978426.667,1050576.000,1571166.667,1478702.000,44421158.667,44423278.000,49350006.667,46261761.333,73232187.333,61320731.333,60078610.667,60076076.667,59825110.667,60063736.000,67635940.667,60111492.667,49733424.000,49731240.000,49523682.000,49721178.000,55989570.000,49760802.000
63196,232430.667,234476.000,286686.000,362604.000,265451.333,329327.333,194207.333,194595.333,179350.667,310160.667,251206.667,300857.333,6388210.667,6388225.333,7900879.333,6257560.000,9532864.000,8493186.667,1219974.667,1215119.333,1317510.000,939748.000,1598970.667,1481868.000,48012888.000,48012994.667,60220677.333,52871058.000,71984229.333,69341973.333,67554354.000,67551107.333,75083462.000,60099362.667,67595134.000,67561355.333,55922100.000,55919214.000,62154690.000,49750740.000,55955796.000,55927638.000
63223,258256.296,260528.889,318540.000,231751.111,220855.556,303042.222,215785.926,216217.037,199278.519,126151.852,211691.111,290109.630,7098011.852,7098028.148,8778754.815,7497151.852,8996843.704,10542560.000,1355527.407,1350132.593,1463900.000,1360714.815,1628158.519,1774245.926,53347653.333,53347771.852,66911863.704,56895197.778,67576165.926,79673377.778,75060393.333,75056785.926,83426068.889,75060768.148,66800188.148,74563791.111,62135666.667,62132460.000,69060766.667,62135233.333,55297493.333,61723826.667
63253,180933.333,179112.667,247761.333,217583.333,233707.333,198708.667,126913.333,123313.333,194424.667,146739.333,222755.333,191785.333,5756177.333,5756106.667,6411300.000,6768234.667,9322596.000,8060547.333,1112404.667,1108646.000,1028294.000,1219825.333,1636354.667,1464135.333,43515016.000,43514655.333,48688248.000,51139965.333,70186737.333,60609833.333,60094158.000,60088251.333,60082364.667,67599450.000,67629122.667,60089792.000,49746060.000,49741380.000,55955250.000,55959150.000,55984032.000,49742550.000
63283,196621.333,196908.667,217190.667,213453.333,364432.000,259099.333,148953.333,149248.667,170890.667,165150.667,334957.333,255362.667,5635687.333,5635715.333,5810864.667,5830652.667,9116315.333,8920956.667,1067415.333,1063995.333,1045358.000,1047612.000,1467020.000,1569239.333,42535720.667,42535906.000,43789121.333,43943888.000,74481115.333,67202595.333,59912534.667,59915372.000,59731251.333,59895823.333,67438824.667,67432227.333,49596066.000,49598328.000,49445760.000,49582104.000,55826316.000,55820778.000
63310,273400.741,279514.815,355628.889,241079.259,193397.778,364282.222,221365.185,227777.778,292194.815,178762.222,145576.296,312421.481,7643212.593,7642542.222,7353710.370,6650588.148,9092034.815,10572968.889,1318384.444,1308692.593,1252862.222,1196134.074,1654688.148,1718468.148,57959281.481,57955565.926,61393508.889,50095277.778,68734204.444,86483475.556,75094074.815,74998250.370,75092420.741,66722107.407,66716651.111,75051516.296,62163486.667,62083840.000,62161926.667,55232840.000,55228506.667,62128560.000
63336,224343.846,224095.385,306479.231,348106.154,204320.000,212702.308,174158.462,176232.308,249032.308,291815.385,170841.538,184742.308,6617222.308,6617283.846,7369540.000,6792232.308,9427236.923,9413775.385,1272186.154,1267495.385,1179596.154,1148261.538,1711533.846,1716721.538,49875276.154,49875749.231,55833983.846,57347541.538,71073556.154,71125945.385,69320367.692,69309961.538,69310863.846,69305316.923,69360640.000,69343746.923,57384450.000,57375540.000,57376170.000,57371670.000,57417300.000,57403260.000
63363,319177.037,320940.741,241520.741,286391.111,254878.519,258960.741,275280.000,277544.444,190682.222,235952.593,231065.185,241117.778,6258525.926,6258529.630,6629157.778,7105522.963,9600408.148,9588138.519,1123680.000,1119494.074,1192253.333,1136414.074,1597592.593,1602792.593,53104091.852,53104091.111,49852054.815,53809416.296,72603817.778,72631474.815,66746502.222,66738303.704,66708373.333,66738697.037,66799011.111,66790294.815,55253120.000,55246620.000,55221400.000,55246446.667,55296453.333,55289433.333
63393,234527.333,231820.000,217291.333,217302.000,298149.333,190843.333,201870.667,198325.333,172786.667,173744.000,272940.667,178878.667,6135957.333,6136065.333,5940416.667,5973856.667,9009570.000,8127333.333,1039836.667,1036968.000,1066464.667,1072500.667,1567113.333,1476761.333,46477904.667,46478602.667,44661686.000,44911094.667,73183754.667,61221296.000,60076236.000,60069434.000,59893774.000,60069546.667,67625591.333,60115400.667,49731630.000,49725468.000,49580544.000,49725702.000,55980990.000,49763610.000
